Hour,Flow (Veh/Hour),# Lane Points,% Observed
2014-03-31 22:00:00,1558,48,100
2014-03-31 23:00:00,1190,48,100
2014-04-01 00:00:00,686,48,100
2014-04-01 01:00:00,408,48,100
2014-04-01 02:00:00,295,48,100
2014-04-01 03:00:00,344,48,100
2014-04-01 04:00:00,617,48,100
2014-04-01 05:00:00,1493,48,100
2014-04-01 06:00:00,3058,48,100
2014-04-01 07:00:00,3914,48,100
2014-04-01 08:00:00,3969,48,100
2014-04-01 09:00:00,3830,48,100
2014-04-01 10:00:00,3695,48,100
2014-04-01 11:00:00,4003,48,92
2014-04-01 12:00:00,4330,48,100
2014-04-01 13:00:00,4655,48,100
2014-04-01 14:00:00,5518,48,100
2014-04-01 15:00:00,6618,48,100
2014-04-01 16:00:00,6512,48,100
2014-04-01 17:00:00,6150,48,100
2014-04-01 18:00:00,4530,48,100
2014-04-01 19:00:00,3677,48,100
2014-04-01 20:00:00,3198,48,100
2014-04-01 21:00:00,2653,48,100
2014-04-01 22:00:00,1736,48,100
2014-04-01 23:00:00,1139,48,100
2014-04-02 00:00:00,656,48,100
2014-04-02 01:00:00,406,48,100
2014-04-02 02:00:00,276,48,100
2014-04-02 03:00:00,330,48,100
2014-04-02 04:00:00,618,48,100
2014-04-02 05:00:00,1337,48,100
2014-04-02 06:00:00,2990,48,100
2014-04-02 07:00:00,3839,48,100
2014-04-02 08:00:00,4161,48,100
2014-04-02 09:00:00,3595,48,100
2014-04-02 10:00:00,3620,48,100
2014-04-02 11:00:00,4084,48,100
2014-04-02 12:00:00,4316,48,100
2014-04-02 13:00:00,4642,48,100
2014-04-02 14:00:00,5559,48,100
2014-04-02 15:00:00,6504,48,100
2014-04-02 16:00:00,6395,48,100
2014-04-02 17:00:00,6287,48,100
2014-04-02 18:00:00,4689,48,100
2014-04-02 19:00:00,3599,48,100
2014-04-02 20:00:00,3016,48,100
2014-04-02 21:00:00,2435,48,100
2014-04-02 22:00:00,1889,48,100
2014-04-02 23:00:00,1310,48,100
2014-04-03 00:00:00,728,48,100
2014-04-03 01:00:00,445,48,100
2014-04-03 02:00:00,345,48,100
2014-04-03 03:00:00,364,48,100
2014-04-03 04:00:00,604,48,100
2014-04-03 05:00:00,1496,48,100
2014-04-03 06:00:00,3312,48,100
2014-04-03 07:00:00,4294,48,100
2014-04-03 08:00:00,4283,48,100
2014-04-03 09:00:00,3793,48,100
2014-04-03 10:00:00,3782,48,100
2014-04-03 11:00:00,4165,48,100
2014-04-03 12:00:00,4426,48,100
2014-04-03 13:00:00,4784,48,100
2014-04-03 14:00:00,5983,48,100
2014-04-03 15:00:00,6625,48,100
2014-04-03 16:00:00,6733,48,100
2014-04-03 17:00:00,6333,48,100
2014-04-03 18:00:00,4869,48,100
2014-04-03 19:00:00,4003,48,100
2014-04-03 20:00:00,3304,48,100
2014-04-03 21:00:00,2573,48,100
2014-04-03 22:00:00,1852,48,100
2014-04-03 23:00:00,1275,48,100
2014-04-04 00:00:00,767,48,100
2014-04-04 01:00:00,488,48,100
2014-04-04 02:00:00,348,48,100
2014-04-04 03:00:00,362,48,100
2014-04-04 04:00:00,600,48,100
2014-04-04 05:00:00,1486,48,100
2014-04-04 06:00:00,3221,48,100
2014-04-04 07:00:00,4330,48,100
2014-04-04 08:00:00,4176,48,100
2014-04-04 09:00:00,3936,48,100
2014-04-04 10:00:00,4211,48,100
2014-04-04 11:00:00,4555,48,100
2014-04-04 12:00:00,5040,48,100
2014-04-04 13:00:00,5437,48,100
2014-04-04 14:00:00,6456,48,100
2014-04-04 15:00:00,6966,48,100
2014-04-04 16:00:00,6841,48,100
2014-04-04 17:00:00,6354,48,100
2014-04-04 18:00:00,5140,48,100
2014-04-04 19:00:00,4025,48,100
2014-04-04 20:00:00,3516,48,100
2014-04-04 21:00:00,2955,48,100
2014-04-04 22:00:00,2414,48,100
2014-04-04 23:00:00,1684,48,100
2014-04-07 00:00:00,647,48,100
2014-04-07 01:00:00,409,48,100
2014-04-07 02:00:00,340,48,100
2014-04-07 03:00:00,390,48,100
2014-04-07 04:00:00,669,48,100
2014-04-07 05:00:00,1596,48,100
2014-04-07 06:00:00,3239,48,100
2014-04-07 07:00:00,3953,48,100
2014-04-07 08:00:00,3944,48,100
2014-04-07 09:00:00,3540,48,100
2014-04-07 10:00:00,3655,48,100
2014-04-07 11:00:00,3959,48,100
2014-04-07 12:00:00,4298,48,100
2014-04-07 13:00:00,4420,48,100
2014-04-07 14:00:00,5365,48,100
2014-04-07 15:00:00,6499,48,100
2014-04-07 16:00:00,6396,48,100
2014-04-07 17:00:00,6186,48,100
2014-04-07 18:00:00,4609,48,100
2014-04-07 19:00:00,3515,48,100
2014-04-07 20:00:00,2986,48,100
2014-04-07 21:00:00,2409,48,100
2014-04-07 22:00:00,1722,48,100
2014-04-07 23:00:00,1143,48,100
2014-04-08 00:00:00,627,48,100
2014-04-08 01:00:00,390,48,100
2014-04-08 02:00:00,264,48,100
2014-04-08 03:00:00,358,48,100
2014-04-08 04:00:00,597,48,100
2014-04-08 05:00:00,1567,48,100
2014-04-08 06:00:00,3137,48,100
2014-04-08 07:00:00,4106,48,100
2014-04-08 08:00:00,4012,48,100
2014-04-08 09:00:00,3659,48,100
2014-04-08 10:00:00,3744,48,100
2014-04-08 11:00:00,3975,48,100
2014-04-08 12:00:00,4284,48,100
2014-04-08 13:00:00,4678,48,100
2014-04-08 14:00:00,5577,48,100
2014-04-08 15:00:00,6452,48,100
2014-04-08 16:00:00,6725,48,100
2014-04-08 17:00:00,6137,48,100
2014-04-08 18:00:00,4923,48,100
2014-04-08 19:00:00,3838,48,100
2014-04-08 20:00:00,3056,48,100
2014-04-08 21:00:00,2878,48,100
2014-04-08 22:00:00,1909,48,100
2014-04-08 23:00:00,1205,48,100
2014-04-09 00:00:00,666,48,100
2014-04-09 01:00:00,410,48,100
2014-04-09 02:00:00,342,48,100
2014-04-09 03:00:00,365,48,100
2014-04-09 04:00:00,624,48,100
2014-04-09 05:00:00,1565,48,100
2014-04-09 06:00:00,3137,48,100
2014-04-09 07:00:00,4055,48,100
2014-04-09 08:00:00,3955,48,100
2014-04-09 09:00:00,3649,48,100
2014-04-09 10:00:00,3704,48,92
2014-04-09 11:00:00,4042,48,100
2014-04-09 12:00:00,4386,48,100
2014-04-09 13:00:00,4684,48,100
2014-04-09 14:00:00,5622,48,100
2014-04-09 15:00:00,6626,48,100
2014-04-09 16:00:00,6584,48,100
2014-04-09 17:00:00,6475,48,100
2014-04-09 18:00:00,4901,48,100
2014-04-09 19:00:00,3816,48,100
2014-04-09 20:00:00,3201,48,100
2014-04-09 21:00:00,2676,48,100
2014-04-09 22:00:00,1853,48,100
2014-04-09 23:00:00,1180,48,100
2014-04-10 00:00:00,666,48,100
2014-04-10 01:00:00,432,48,100
2014-04-10 02:00:00,342,48,100
2014-04-10 03:00:00,369,48,100
2014-04-10 04:00:00,582,48,100
2014-04-10 05:00:00,1574,48,100
2014-04-10 06:00:00,3193,48,100
2014-04-10 07:00:00,3710,48,100
2014-04-10 08:00:00,4404,48,100
2014-04-10 09:00:00,3816,48,100
2014-04-10 10:00:00,3744,48,100
2014-04-10 11:00:00,4154,48,100
2014-04-10 12:00:00,4570,48,100
2014-04-10 13:00:00,4950,48,100
2014-04-10 14:00:00,5713,48,100
2014-04-10 15:00:00,6479,48,100
2014-04-10 16:00:00,6806,48,100
2014-04-10 17:00:00,6462,48,100
2014-04-10 18:00:00,4909,48,100
2014-04-10 19:00:00,3983,48,100
2014-04-10 20:00:00,3191,48,100
2014-04-10 21:00:00,2757,48,100
2014-04-10 22:00:00,1985,48,100
2014-04-10 23:00:00,1328,48,100
2014-04-11 00:00:00,764,48,100
2014-04-11 01:00:00,465,48,100
2014-04-11 02:00:00,360,48,100
2014-04-11 03:00:00,381,48,100
2014-04-11 04:00:00,636,48,100
2014-04-11 05:00:00,1550,48,100
2014-04-11 06:00:00,3150,48,100
2014-04-11 07:00:00,4152,48,100
2014-04-11 08:00:00,3987,48,100
2014-04-11 09:00:00,3884,48,100
2014-04-11 10:00:00,4051,48,100
2014-04-11 11:00:00,4398,48,100
2014-04-11 12:00:00,4869,48,100
2014-04-11 13:00:00,5251,48,100
2014-04-11 14:00:00,6158,48,100
2014-04-11 15:00:00,6694,48,100
2014-04-11 16:00:00,6678,48,100
2014-04-11 17:00:00,6187,48,100
2014-04-11 18:00:00,5017,48,100
2014-04-11 19:00:00,4342,48,100
2014-04-11 20:00:00,3542,48,100
2014-04-11 21:00:00,3154,48,100
2014-04-11 22:00:00,2866,48,100
2014-04-11 23:00:00,1771,48,100
2014-04-14 00:00:00,627,48,100
2014-04-14 01:00:00,433,48,100
2014-04-14 02:00:00,287,48,100
2014-04-14 03:00:00,375,48,100
2014-04-14 04:00:00,695,48,100
2014-04-14 05:00:00,1637,48,100
2014-04-14 06:00:00,3048,48,100
2014-04-14 07:00:00,3858,48,100
2014-04-14 08:00:00,3541,48,100
2014-04-14 09:00:00,3602,48,100
2014-04-14 10:00:00,3669,48,100
2014-04-14 11:00:00,3954,48,100
2014-04-14 12:00:00,4232,48,100
2014-04-14 13:00:00,4348,48,100
2014-04-14 14:00:00,5441,48,100
2014-04-14 15:00:00,6449,48,100
2014-04-14 16:00:00,6424,48,100
2014-04-14 17:00:00,5894,48,100
2014-04-14 18:00:00,4549,48,100
2014-04-14 19:00:00,3669,48,100
2014-04-14 20:00:00,2962,48,100
2014-04-14 21:00:00,2479,48,100
2014-04-14 22:00:00,1987,48,100
2014-04-14 23:00:00,1347,48,100
2014-04-15 00:00:00,733,48,100
2014-04-15 01:00:00,439,48,100
2014-04-15 02:00:00,356,48,100
2014-04-15 03:00:00,349,48,100
2014-04-15 04:00:00,585,48,100
2014-04-15 05:00:00,1548,48,100
2014-04-15 06:00:00,3024,48,100
2014-04-15 07:00:00,3982,48,100
2014-04-15 08:00:00,3780,48,100
2014-04-15 09:00:00,3634,48,100
2014-04-15 10:00:00,3848,48,100
2014-04-15 11:00:00,3857,48,100
2014-04-15 12:00:00,4295,48,100
2014-04-15 13:00:00,4572,48,100
2014-04-15 14:00:00,5722,48,100
2014-04-15 15:00:00,6417,48,100
2014-04-15 16:00:00,6327,48,100
2014-04-15 17:00:00,6187,48,100
2014-04-15 18:00:00,4985,48,100
2014-04-15 19:00:00,3874,48,100
2014-04-15 20:00:00,2993,48,100
2014-04-15 21:00:00,2601,48,100
2014-04-15 22:00:00,2052,48,100
2014-04-15 23:00:00,1335,48,100
2014-04-16 00:00:00,705,48,100
2014-04-16 01:00:00,456,48,100
2014-04-16 02:00:00,321,48,100
2014-04-16 03:00:00,362,48,100
2014-04-16 04:00:00,595,48,100
2014-04-16 05:00:00,1584,48,100
2014-04-16 06:00:00,3095,48,100
2014-04-16 07:00:00,3848,48,100
2014-04-16 08:00:00,3732,48,100
2014-04-16 09:00:00,3663,48,100
2014-04-16 10:00:00,3790,48,100
2014-04-16 11:00:00,4034,48,100
2014-04-16 12:00:00,4232,48,100
2014-04-16 13:00:00,4682,48,100
2014-04-16 14:00:00,5378,48,100
2014-04-16 15:00:00,6554,48,100
2014-04-16 16:00:00,6429,48,100
2014-04-16 17:00:00,6198,48,100
2014-04-16 18:00:00,5264,48,100
2014-04-16 19:00:00,3872,48,100
2014-04-16 20:00:00,3270,48,100
2014-04-16 21:00:00,2728,48,100
2014-04-16 22:00:00,2080,48,100
2014-04-16 23:00:00,1260,48,100
2014-04-17 00:00:00,740,48,100
2014-04-17 01:00:00,440,48,100
2014-04-17 02:00:00,354,48,100
2014-04-17 03:00:00,364,48,100
2014-04-17 04:00:00,600,48,100
2014-04-17 05:00:00,1543,48,100
2014-04-17 06:00:00,3116,48,100
2014-04-17 07:00:00,3949,48,100
2014-04-17 08:00:00,3726,48,100
2014-04-17 09:00:00,3691,48,100
2014-04-17 10:00:00,3714,48,100
2014-04-17 11:00:00,4117,48,100
2014-04-17 12:00:00,4372,48,100
2014-04-17 13:00:00,4752,48,100
2014-04-17 14:00:00,5537,48,100
2014-04-17 15:00:00,6668,48,100
2014-04-17 16:00:00,6673,48,100
2014-04-17 17:00:00,6275,48,100
2014-04-17 18:00:00,5261,48,100
2014-04-17 19:00:00,4059,48,100
2014-04-17 20:00:00,3342,48,100
2014-04-17 21:00:00,2707,48,100
2014-04-17 22:00:00,2013,48,100
2014-04-17 23:00:00,1346,48,100
2014-04-18 00:00:00,735,48,100
2014-04-18 01:00:00,512,48,100
2014-04-18 02:00:00,370,48,100
2014-04-18 03:00:00,403,48,100
2014-04-18 04:00:00,637,48,100
2014-04-18 05:00:00,1493,48,100
2014-04-18 06:00:00,2936,48,100
2014-04-18 07:00:00,3687,48,100
2014-04-18 08:00:00,3832,48,100
2014-04-18 09:00:00,3860,48,100
2014-04-18 10:00:00,4173,48,100
2014-04-18 11:00:00,4684,48,100
2014-04-18 12:00:00,5171,48,100
2014-04-18 13:00:00,5225,48,100
2014-04-18 14:00:00,6166,48,100
2014-04-18 15:00:00,6760,48,100
2014-04-18 16:00:00,6524,48,100
2014-04-18 17:00:00,6250,48,100
2014-04-18 18:00:00,5002,48,100
2014-04-18 19:00:00,4051,48,100
2014-04-18 20:00:00,3552,48,100
2014-04-18 21:00:00,3031,48,100
2014-04-18 22:00:00,2594,48,100
2014-04-18 23:00:00,1392,48,100
2014-04-21 00:00:00,632,48,100
2014-04-21 01:00:00,387,48,100
2014-04-21 02:00:00,279,48,100
2014-04-21 03:00:00,371,48,100
2014-04-21 04:00:00,621,48,100
2014-04-21 05:00:00,1636,48,100
2014-04-21 06:00:00,3172,48,100
2014-04-21 07:00:00,4209,48,100
2014-04-21 08:00:00,3814,48,100
2014-04-21 09:00:00,3568,48,100
2014-04-21 10:00:00,3853,48,100
2014-04-21 11:00:00,4082,48,100
2014-04-21 12:00:00,4296,48,100
2014-04-21 13:00:00,4546,48,100
2014-04-21 14:00:00,5351,48,100
2014-04-21 15:00:00,6265,48,100
2014-04-21 16:00:00,6512,48,100
2014-04-21 17:00:00,6087,48,100
2014-04-21 18:00:00,4634,48,100
2014-04-21 19:00:00,3573,48,100
2014-04-21 20:00:00,2859,48,100
2014-04-21 21:00:00,2277,48,100
2014-04-21 22:00:00,1693,48,100
2014-04-21 23:00:00,1050,48,100
2014-04-22 00:00:00,632,48,100
2014-04-22 01:00:00,385,48,100
2014-04-22 02:00:00,274,48,100
2014-04-22 03:00:00,334,48,100
2014-04-22 04:00:00,607,48,100
2014-04-22 05:00:00,1557,48,100
2014-04-22 06:00:00,3342,48,100
2014-04-22 07:00:00,4251,48,100
2014-04-22 08:00:00,4078,48,100
2014-04-22 09:00:00,3607,48,100
2014-04-22 10:00:00,3643,48,100
2014-04-22 11:00:00,3956,48,100
2014-04-22 12:00:00,4221,48,100
2014-04-22 13:00:00,4722,48,100
2014-04-22 14:00:00,5589,48,100
2014-04-22 15:00:00,6507,48,100
2014-04-22 16:00:00,6578,48,100
2014-04-22 17:00:00,6146,48,100
2014-04-22 18:00:00,5187,48,100
2014-04-22 19:00:00,3619,48,92
2014-04-22 20:00:00,3062,48,100
2014-04-22 21:00:00,2551,48,100
2014-04-22 22:00:00,1887,48,100
2014-04-22 23:00:00,1143,48,100
2014-04-23 00:00:00,653,48,100
2014-04-23 01:00:00,390,48,100
2014-04-23 02:00:00,325,48,100
2014-04-23 03:00:00,334,48,92
2014-04-23 04:00:00,622,48,100
2014-04-23 05:00:00,1515,48,100
2014-04-23 06:00:00,3369,48,100
2014-04-23 07:00:00,4361,48,100
2014-04-23 08:00:00,4089,48,100
2014-04-23 09:00:00,3708,48,100
2014-04-23 10:00:00,3667,48,100
2014-04-23 11:00:00,4048,48,100
2014-04-23 12:00:00,4378,48,100
2014-04-23 13:00:00,4769,48,83
2014-04-23 14:00:00,5602,48,100
2014-04-23 15:00:00,6590,48,100
2014-04-23 16:00:00,6654,48,100
2014-04-23 17:00:00,6425,48,83
2014-04-23 18:00:00,4963,48,100
2014-04-23 19:00:00,3946,48,100
2014-04-23 20:00:00,3212,48,100
2014-04-23 21:00:00,2692,48,100
2014-04-23 22:00:00,1839,48,100
2014-04-23 23:00:00,1222,48,100
2014-04-24 00:00:00,690,48,100
2014-04-24 01:00:00,418,48,100
2014-04-24 02:00:00,352,48,100
2014-04-24 03:00:00,416,48,100
2014-04-24 04:00:00,701,48,100
2014-04-24 05:00:00,1586,48,100
2014-04-24 06:00:00,3243,48,100
2014-04-24 07:00:00,4279,48,100
2014-04-24 08:00:00,4205,48,100
2014-04-24 09:00:00,3854,48,100
2014-04-24 10:00:00,3625,48,100
2014-04-24 11:00:00,4026,48,100
2014-04-24 12:00:00,4207,48,100
2014-04-24 13:00:00,4743,48,100
2014-04-24 14:00:00,5772,48,100
2014-04-24 15:00:00,6704,48,100
2014-04-24 16:00:00,6582,48,100
2014-04-24 17:00:00,6478,48,100
2014-04-24 18:00:00,5176,48,100
2014-04-24 19:00:00,3917,48,100
2014-04-24 20:00:00,3140,48,100
2014-04-24 21:00:00,2735,48,100
2014-04-24 22:00:00,1965,48,100
2014-04-24 23:00:00,1294,48,100
2014-04-25 00:00:00,745,48,100
2014-04-25 01:00:00,482,48,100
2014-04-25 02:00:00,399,48,100
2014-04-25 03:00:00,358,48,100
2014-04-25 04:00:00,638,48,100
2014-04-25 05:00:00,1550,48,100
2014-04-25 06:00:00,3304,48,100
2014-04-25 07:00:00,4301,48,100
2014-04-25 08:00:00,4182,48,100
2014-04-25 09:00:00,3786,48,100
2014-04-25 10:00:00,3985,48,100
2014-04-25 11:00:00,4470,48,100
2014-04-25 12:00:00,4872,48,100
2014-04-25 13:00:00,5213,48,100
2014-04-25 14:00:00,6267,48,100
2014-04-25 15:00:00,6833,48,100
2014-04-25 16:00:00,6858,48,100
2014-04-25 17:00:00,6432,48,100
2014-04-25 18:00:00,5271,48,100
2014-04-25 19:00:00,4007,48,100
2014-04-25 20:00:00,3335,48,100
2014-04-25 21:00:00,2873,48,100
2014-04-25 22:00:00,2350,48,100
2014-04-25 23:00:00,1715,48,100
2014-04-28 00:00:00,656,48,100
2014-04-28 01:00:00,418,48,100
2014-04-28 02:00:00,286,48,100
2014-04-28 03:00:00,429,48,100
2014-04-28 04:00:00,620,48,100
2014-04-28 05:00:00,1637,48,100
2014-04-28 06:00:00,3227,48,100
2014-04-28 07:00:00,4263,48,100
2014-04-28 08:00:00,4168,48,100
2014-04-28 09:00:00,3590,48,100
2014-04-28 10:00:00,3509,48,100
2014-04-28 11:00:00,3927,48,100
2014-04-28 12:00:00,4082,48,100
2014-04-28 13:00:00,4483,48,100
2014-04-28 14:00:00,5427,48,100
2014-04-28 15:00:00,6463,48,100
2014-04-28 16:00:00,6274,48,100
2014-04-28 17:00:00,6060,48,100
2014-04-28 18:00:00,4655,48,92
2014-04-28 19:00:00,3403,48,100
2014-04-28 20:00:00,2813,48,100
2014-04-28 21:00:00,2247,48,100
2014-04-28 22:00:00,1669,48,100
2014-04-28 23:00:00,1120,48,100
2014-04-29 00:00:00,635,48,100
2014-04-29 01:00:00,401,48,100
2014-04-29 02:00:00,287,48,100
2014-04-29 03:00:00,327,48,100
2014-04-29 04:00:00,595,48,100
2014-04-29 05:00:00,1543,48,100
2014-04-29 06:00:00,3150,48,100
2014-04-29 07:00:00,4188,48,100
2014-04-29 08:00:00,4182,48,100
2014-04-29 09:00:00,3732,48,100
2014-04-29 10:00:00,3595,48,100
2014-04-29 11:00:00,3893,48,92
2014-04-29 12:00:00,4127,48,100
2014-04-29 13:00:00,4620,48,33
2014-04-29 14:00:00,5613,48,0
2014-04-29 15:00:00,6532,48,42
2014-04-29 16:00:00,6574,48,100
2014-04-29 17:00:00,6298,48,100
2014-04-29 18:00:00,5016,48,100
2014-04-29 19:00:00,3560,48,100
2014-04-29 20:00:00,3102,48,100
2014-04-29 21:00:00,2524,48,100
2014-04-29 22:00:00,1822,48,100
2014-04-29 23:00:00,1101,48,100
2014-04-30 00:00:00,691,48,100
2014-04-30 01:00:00,415,48,100
2014-04-30 02:00:00,321,48,100
2014-04-30 03:00:00,344,48,100
2014-04-30 04:00:00,650,48,100
2014-04-30 05:00:00,1606,48,100
2014-04-30 06:00:00,3230,48,100
2014-04-30 07:00:00,4285,48,100
2014-04-30 08:00:00,4249,48,100
2014-04-30 09:00:00,3670,48,100
2014-04-30 10:00:00,3623,48,100
2014-04-30 11:00:00,3770,48,100
2014-04-30 12:00:00,4182,48,100
2014-04-30 13:00:00,4529,48,100
2014-04-30 14:00:00,5451,48,100
2014-04-30 15:00:00,6422,48,100
2014-04-30 16:00:00,6609,48,100
2014-04-30 17:00:00,6344,48,100
2014-04-30 18:00:00,5195,48,100
2014-04-30 19:00:00,3755,48,100
2014-04-30 20:00:00,3241,48,100
2014-04-30 21:00:00,2683,48,100
2014-04-30 22:00:00,1924,48,100
2014-04-30 23:00:00,1294,48,100
2014-05-01 00:00:00,778,48,100
2014-05-01 01:00:00,457,48,100
2014-05-01 02:00:00,406,48,100
2014-05-01 03:00:00,381,48,100
2014-05-01 04:00:00,630,48,100
2014-05-01 05:00:00,1582,48,100
2014-05-01 06:00:00,3274,48,100
2014-05-01 07:00:00,4303,48,100
2014-05-01 08:00:00,4392,48,100
2014-05-01 09:00:00,3795,48,100
2014-05-01 10:00:00,3842,48,100
2014-05-01 11:00:00,4075,48,100
2014-05-01 12:00:00,4375,48,100
2014-05-01 13:00:00,4649,48,100
2014-05-01 14:00:00,5635,48,100
2014-05-01 15:00:00,6584,48,100
2014-05-01 16:00:00,6776,48,100
2014-05-01 17:00:00,6259,48,100
2014-05-01 18:00:00,5110,48,100
2014-05-01 19:00:00,3956,48,100
2014-05-01 20:00:00,3371,48,100
2014-05-01 21:00:00,2833,48,100
2014-05-01 22:00:00,2193,48,100
2014-05-01 23:00:00,1450,48,100
2014-05-02 00:00:00,832,48,100
2014-05-02 01:00:00,510,48,100
2014-05-02 02:00:00,422,48,100
2014-05-02 03:00:00,427,48,100
2014-05-02 04:00:00,638,48,100
2014-05-02 05:00:00,1602,48,100
2014-05-02 06:00:00,3210,48,100
2014-05-02 07:00:00,4337,48,100
2014-05-02 08:00:00,4395,48,100
2014-05-02 09:00:00,3971,48,100
2014-05-02 10:00:00,4281,48,100
2014-05-02 11:00:00,4479,48,100
2014-05-02 12:00:00,4916,48,100
2014-05-02 13:00:00,5201,48,100
2014-05-02 14:00:00,6114,48,100
2014-05-02 15:00:00,6619,48,100
2014-05-02 16:00:00,6631,48,100
2014-05-02 17:00:00,6255,48,100
2014-05-02 18:00:00,5071,48,100
2014-05-02 19:00:00,4219,48,100
2014-05-02 20:00:00,3626,48,100
2014-05-02 21:00:00,3282,48,100
2014-05-02 22:00:00,2768,48,100
2014-05-02 23:00:00,1946,48,100
2014-05-05 00:00:00,706,48,100
2014-05-05 01:00:00,409,48,100
2014-05-05 02:00:00,342,48,100
2014-05-05 03:00:00,364,48,100
2014-05-05 04:00:00,716,48,100
2014-05-05 05:00:00,1577,48,100
2014-05-05 06:00:00,3278,48,100
2014-05-05 07:00:00,4410,48,100
2014-05-05 08:00:00,4126,48,100
2014-05-05 09:00:00,3690,48,100
2014-05-05 10:00:00,3601,48,100
2014-05-05 11:00:00,3902,48,100
2014-05-05 12:00:00,4254,48,100
2014-05-05 13:00:00,4562,48,100
2014-05-05 14:00:00,5434,48,100
2014-05-05 15:00:00,5929,48,100
2014-05-05 16:00:00,6471,48,100
2014-05-05 17:00:00,6450,48,100
2014-05-05 18:00:00,4778,48,100
2014-05-05 19:00:00,3454,48,100
2014-05-05 20:00:00,2885,48,100
2014-05-05 21:00:00,2342,48,100
2014-05-05 22:00:00,1779,48,100
2014-05-05 23:00:00,1258,48,100
2014-05-06 00:00:00,676,48,100
2014-05-06 01:00:00,454,48,100
2014-05-06 02:00:00,297,48,100
2014-05-06 03:00:00,317,48,100
2014-05-06 04:00:00,636,48,100
2014-05-06 05:00:00,1559,48,100
2014-05-06 06:00:00,3185,48,100
2014-05-06 07:00:00,4227,48,100
2014-05-06 08:00:00,4289,48,100
2014-05-06 09:00:00,3536,48,100
2014-05-06 10:00:00,3660,48,100
2014-05-06 11:00:00,3767,48,100
2014-05-06 12:00:00,4170,48,100
2014-05-06 13:00:00,4531,48,100
2014-05-06 14:00:00,5521,48,100
2014-05-06 15:00:00,6562,48,100
2014-05-06 16:00:00,6549,48,83
2014-05-06 17:00:00,6353,48,100
2014-05-06 18:00:00,4796,48,100
2014-05-06 19:00:00,3458,48,100
2014-05-06 20:00:00,3025,48,100
2014-05-06 21:00:00,2563,48,100
2014-05-06 22:00:00,1950,48,92
2014-05-06 23:00:00,1165,48,83
2014-05-07 00:00:00,674,48,100
2014-05-07 01:00:00,378,48,100
2014-05-07 02:00:00,338,48,100
2014-05-07 03:00:00,343,48,100
2014-05-07 04:00:00,623,48,100
2014-05-07 05:00:00,1546,48,100
2014-05-07 06:00:00,3219,48,100
2014-05-07 07:00:00,4349,48,100
2014-05-07 08:00:00,4446,48,100
2014-05-07 09:00:00,3675,48,100
2014-05-07 10:00:00,3597,48,100
2014-05-07 11:00:00,3956,48,100
2014-05-07 12:00:00,4234,48,100
2014-05-07 13:00:00,4566,48,100
2014-05-07 14:00:00,5491,48,100
2014-05-07 15:00:00,6533,48,100
2014-05-07 16:00:00,6584,48,100
2014-05-07 17:00:00,6511,48,100
2014-05-07 18:00:00,5048,48,100
2014-05-07 19:00:00,3558,48,100
2014-05-07 20:00:00,2937,48,100
2014-05-07 21:00:00,2666,48,100
2014-05-07 22:00:00,1869,48,100
2014-05-07 23:00:00,1128,48,100
2014-05-08 00:00:00,661,48,100
2014-05-08 01:00:00,419,48,100
2014-05-08 02:00:00,346,48,100
2014-05-08 03:00:00,354,48,100
2014-05-08 04:00:00,670,48,100
2014-05-08 05:00:00,1577,48,100
2014-05-08 06:00:00,3249,48,100
2014-05-08 07:00:00,4357,48,100
2014-05-08 08:00:00,4380,48,100
2014-05-08 09:00:00,3717,48,100
2014-05-08 10:00:00,3697,48,100
2014-05-08 11:00:00,4031,48,100
2014-05-08 12:00:00,4320,48,100
2014-05-08 13:00:00,4799,48,100
2014-05-08 14:00:00,5659,48,100
2014-05-08 15:00:00,6735,48,100
2014-05-08 16:00:00,6583,48,100
2014-05-08 17:00:00,6466,48,100
2014-05-08 18:00:00,4910,48,100
2014-05-08 19:00:00,3783,48,100
2014-05-08 20:00:00,3205,48,100
2014-05-08 21:00:00,2834,48,100
2014-05-08 22:00:00,2037,48,100
2014-05-08 23:00:00,1321,48,100
2014-05-09 00:00:00,786,48,100
2014-05-09 01:00:00,499,48,100
2014-05-09 02:00:00,421,48,100
2014-05-09 03:00:00,419,48,100
2014-05-09 04:00:00,599,48,100
2014-05-09 05:00:00,1598,48,100
2014-05-09 06:00:00,3277,48,100
2014-05-09 07:00:00,4303,48,100
2014-05-09 08:00:00,4474,48,100
2014-05-09 09:00:00,3963,48,100
2014-05-09 10:00:00,4007,48,100
2014-05-09 11:00:00,4432,48,100
2014-05-09 12:00:00,5006,48,100
2014-05-09 13:00:00,5215,48,100
2014-05-09 14:00:00,6113,48,100
2014-05-09 15:00:00,6799,48,100
2014-05-09 16:00:00,6757,48,83
2014-05-09 17:00:00,6261,48,100
2014-05-09 18:00:00,5316,48,100
2014-05-09 19:00:00,4231,48,100
2014-05-09 20:00:00,3651,48,100
2014-05-09 21:00:00,3230,48,100
2014-05-09 22:00:00,2830,48,100
2014-05-09 23:00:00,2002,48,92
2014-05-12 00:00:00,615,48,100
2014-05-12 01:00:00,441,48,100
2014-05-12 02:00:00,320,48,100
2014-05-12 03:00:00,354,48,100
2014-05-12 04:00:00,622,48,100
2014-05-12 05:00:00,1630,48,100
2014-05-12 06:00:00,3210,48,100
2014-05-12 07:00:00,4227,48,100
